run_tag,query,total_rows,time_min_s,time_mean_s,time_median_s,time_max_s,rows_out,fixed_partitions,master,app_id,aqe_enabled,shuffle_partitions
w3,A,5000000,25.41753053665161,27.361476135253906,28.005573511123657,28.445983171463013,49,256,yarn,application_1769462348291_0002,true,256
w3,B,5000000,21.83350682258606,22.485494995117186,22.408212184906006,23.333728075027466,1510,256,yarn,application_1769462348291_0002,true,256
w3,C,5000000,22.42168879508972,23.821424818038942,23.643433094024658,24.994110345840454,7,256,yarn,application_1769462348291_0002,true,256
