run_tag,query,total_rows,time_min_s,time_mean_s,time_median_s,time_max_s,rows_out,fixed_partitions,master,app_id,aqe_enabled,shuffle_partitions
w2,A,5000000,30.843629837036133,31.52898178100586,31.63790011405945,31.98995804786682,49,256,yarn,application_1769462348291_0001,true,256
w2,B,5000000,25.642638444900513,27.04900188446045,27.216729879379272,28.11752986907959,1510,256,yarn,application_1769462348291_0001,true,256
w2,C,5000000,20.980069160461426,22.93139252662659,23.052112817764282,24.50623631477356,7,256,yarn,application_1769462348291_0001,true,256
